,title,description,app_id,category
35,"InterMiles: Lifestyle, Rewards and Travel","InterMiles is a loyalty programme that rewards you for your daily activities be it shopping, dining, fuelling up, or for any kind of spends using our co-brand cards, for flight & hotel bookings and a lot more. Download and use the app to explore opportunities to earn InterMiles every day.
💠A new app for the rewards programme, InterMiles (Formerly JetPrivilege)
💠Earn InterMiles (rewards currency) every day with games, daily activities, co-brand card spends, shopping, dining, flight, hotels & more
💠Use InterMiles for various entertainment & health subscriptions, gift cards, fuel, free flights, free hotel stays, more.
💠150+ programme partners that earn you InterMiles every time you transact with them. Avail exciting offers & deals
💠Sign up and join the programme for FREE
💠Log in to access your InterMiles account and tier benefits
💠Easily manage your InterMiles membership account - track your miles balance, benefits and booking status
💠Update your profile, add family members, refer friends and more
⭐Earn InterMiles every day: Make Miles earning a habit with Spin the Wheel, Games, Quizzes and a lot more, available exclusively on the app! Every Mile you earn, adds up to Tier upgrades and other benefits and privileges
💳 Use our co-brand cards: Our co-brand cards are one of the best ways to multiply your miles earnings. Get assured miles for every spend as well as 2X miles for every flight booked on the app
🛒 Shop & Earn: Shop with our programme partners such as Amazon, Flipkart, Udemy, BigBasket, Dominos and more to earn InterMiles on every transaction
⛽ Refuel: Tank up on InterMiles when you refuel at your nearest IndianOil outlet
🔄Convert: Simply convert your reward points from other loyalty programmes to InterMiles
🍽️ Book a dining experience: Enjoy your favourite cuisine by walking into 20,000+ restaurants and walk out with InterMiles when you pay via Dineout Pay
✈️ 🏨 Book flights & hotels: Book flights to 8,000+ destinations & choose hotels from 5 lac+ properties & earn InterMiles on every booking
Use InterMiles for a reward of your choice:
💠Redeem for online subscriptions: Redeem the Miles earned for online subscriptions such as Zee5, TimesPrime, CallHealth and more
💠Redeem for merchandise: Choose from 2,500+ options from our Reward Store
💠Redeem for free fuel: Extend your road trips by tanking up at 600+ IndianOil outlets
💠Redeem for dine: Use your Miles for dining experiences across 20,000+ restaurants
💠Redeem for flights: Use your Miles for free flights across 250+ airlines to over 8,000 destinations globally
💠Redeem for hotels: Use your Miles for free hotel stays across 5 lac+ properties worldwide
Tiers & Recognition: Every Mile you earn across multiple daily activities on the InterMiles app moves you up the programme tiers - Red, Silver, Gold and Platinum.
Domestic & International flights: Book your flight on InterMiles across multiple airlines like Indigo, SpiceJet, GoAir, Etihad, Emirates, Qatar Airways, Singapore Airlines, KLM, Turkish Airways, Cathay Pacific, Air France, British Airways & more
Stay with our hotel partners like Agoda.com, Booking.com, Expedia, Hotels.com, FabHotels, HRS, to name a few.
Our online shopping partners include Amazon, Flipkart, Big Basket, Myntra, TATA Cliq, Zivame, Reebok, Udemy, Dominos, more.
Use our cobrand cards to accrue InterMiles on all your spends & redeem them for exciting travel and lifestyle rewards and more. Our banking partners include American Express, ICICI Bank, IndusInd Bank, HDFC Bank
Dining and Activity Partners include Dineout, Imagica, Wandertrails, O2 Spa, Globus Family of Brands & more.
Fuel Partner - IndianOil Corporation Ltd.
Not an InterMiles member? Sign-up for free on our app and start your rewarding journey right away! Feel free to share your feedback at memberservices@intermiles.com or call +91 84228 93333 between 06:30 to 00:30 IST",com.intermiles.app,['TRAVEL_AND_LOCAL']
36,H&M - we love fashion,"Tap in to our fashion feed, anytime, anywhere, and all in one spot — the H&M app.
Get instant updates, track your orders, use your own photos to find similar items in stock, and get inspired by our users all over the world!
Imagine yourself browsing our feed and experiencing it live all at the same time.
Sounds exciting? Keep reading!
Our app also comes handy when you’re already inside one of our stores.
Let’s say you can’t find your size or would like to know if an item is available in more sizes and colours? Scan the price tag — our SCAN & FIND feature will let you know!
Seen something you like and got inspired by? VISUAL SEARCH lets you explore what we have to offer by using your own photos or screen shots. It recognizes patterns, colors, styles, and gives you a list of matching or similar items in stock.
Save the items you love the most in your own list of favourites — just tap the HEART ICON.
Keep up to date with the fashion world by activating PUSH NOTIFICATIONS! You’ll be the first to know when a designer collection drops and you’ll instantly be notified when we have special offers and events!
Don’t miss out — download the H&M app now!
When you download the H&M app, we will process your data in accordance with our Privacy Notice. For more details on this, please go to hm.com.",com.hm.goe,['LIFESTYLE']
37,Zolo Coliving App: Managed PG/Hostels/Shared Flats,"Relocate in peace!
The perfect accommodation for you in your city is just a click away! Don’t waste time and money on brokers offering you bad deals on pgs and hostels. Just download the Zolo app and find your next home.
The Zolo app provides hassle-free, rental accommodation offerings in 220+ properties across 10 cities in India. We offer fully furnished single, double, triple sharing rooms for rent replete with, homely food, clean environment, and caring staff to ensure that you have a comfortable and memorable experience at Zolo.
At Zolo, we guarantee you a premium experience that will never let you go back to the local PG’s, Hostels, and Flats for rent in your area, again!
Between 2016 & 2020, Zolo has hosted over 25,000+ students, professionals, and families across India. We promise a premium home renting experience where you forget worrying about deposit fees, brokers, wardens, and tussles with landlords.
Drop all other shoddily managed pg and hostel apps and join the professionally-managed world of Zolo today!
Download & install the Zolo App to book budget-friendly rental spaces far better than your local Paying Guest Accommodation, Hostel options in the market.
Zolo has reached the top in the professionally managed, full services led home rental industry in just 4 years. We’re currently present across all the major cities in India -Bangalore, Pune, Kota, Noida, Delhi, Coimbatore, Hyderabad, Chennai, Gurugram, Mumbai. No more PGs, no more hostels, no more tension!
Why book a Zolo?
✓ We offer premium accommodations starting from prices as low as ₹4000
✓ One-month deposit & No brokerage
✓ Fully furnished single rooms and shared co-living spaces
✓ 30 days notice period
✓ Zero deduction in refund money
✓ No extra On-Boarding charges
✓ Easy, simple, safe online payments
✓ Neat & Clean stays
✓ No hassles of Cook / Maid / Grocery
✓ Internet / DTH
✓ On-demand maintenance
✓ Security at its best (biometric and camera monitor on every floor)
✓ Attractive referral program- Refer and win up to 25k!
✓ Avail offers like flight vouchers, Amazon gift vouchers, etc
Features:
✓Free transfers to all the properties in India
✓Over 220+ properties across 10 cities
✓We have 25,000+ happy residents
✓Separate properties available for men, women and unisex offerings with co-living options.
✓Filter by price and property type, sort by customer rating, name, and price.
✓View Zolo properties on a map, or search by city.
✓Property photos + 7000+ customer reviews to help you decide.
Where Do You Start?
Simple!
Search:
Find rooms/flats at your desired location. Custom select by budget, pictures, furnishings, amenities and other utilities.
Book:
Schedule unlimited free visits to shortlisted houses. Like what you see? Waste no time and key in your request to book your room in just a few clicks.
Stay:
Once you get a confirmation, all you need is your suitcase. Welcome aboard! Just sit back, relax and enjoy your hassle-free stay with us.
The only Co-living App/ Rental App you’ll ever need!
Whether you are moving to a new city or looking out for shared accommodations in your city, try our easy-to-use Zolo Rental app that offers you the largest choice of houses at affordable, mindblowing price ranges. Enjoy weekly events, meet new people and charge up your weekends with a party, live match screening, and forget the hustle and bustle of your life.
Booking hassle-free rental homes all over India is now possible with Zolo! Search, select and book your home for rent anytime, anywhere.
Replete with user-friendly payment options, unlimited free property visits, and the opportunity to meet amazing people, you can start an extraordinary adventure with Zolo.
Keep in touch
Website
Official Blog
Facebook
Instagram
Youtube
For further queries, feedback or suggestions, contact us on️ 88-8010-8010 or write to us at 📧 info@zolostays.com",com.zelo.customer,['HOUSE_AND_HOME']
38,Home Security Camera WardenCam - reuse old phones,"WardenCam turns your spare smartphones and tablets into home security cameras that you can watch while you are away. You can view live streaming, and past events through motion captured recordings. WardenCam can help you find out if your package arrived, help check on your loved ones health and safety, or find out what your pets are up to.
Getting Started: Install the Free WardenCam App on your phone and your spare android devices. In the App, set your spare device to ""Camera"" mode, sign in with your Google Account, and place your device where you want to watch.  In your phone's WardenCam App, set it to ""Viewer"" Mode, sign in with the same Google Account, and that’s it! Please Log in with the same Google account, that's how the 2 devices can find each other. You are now connected to your loved ones. With WardenCam's motion detection feature and Google Drive and Dropbox integration, you can enjoy peace of mind without keeping a constant eye on things.
FEATURES
- Works anywhere with WiFi, 3G, 4G, and LTE
- Motion detection & alerts (push notification and email)
- Free cloud storage (directly to your Google Drive or Dropbox)
- Replay recordings, to see what you missed
- Setup multiple cameras all in one system
- Live streaming all day and night
- Talk and listen from the viewer console to any of the cameras
VIDEO MONITORING 24/7
: Install WardenCam on your spare devices and pocket phone. Sign in with any gmail account as ""camera"" & ""viewer"". Place the spare device anywhere of interest at home, in the kitchen, the garage, your office. Monitor live on the pocket phone anywhere with internet.
MOTION DETECTION
: Enjoy peace of mind without keeping a constant eye on things. WardenCam provides automated motion detection schedule. Once a motion is detected, it starts siren alarm to scare the intruder away. Link your Google Drive and Dropbox on both the camera and viewer so that WardenCam can also upload the motion video to your cloud storage. You may even enable 24/7 recording to cloud. Simple and secure!
CLOUD STORAGE
: All videos are stored directly to your personal cloud storage in Google Drive or Dropbox. You can sign up for free and use GBs of Free Cloud Storage with Wardencam. We never analyze and store your data on our WardenCam servers.
RECEIVE ALERT
: Receive a push notification immediately when an intruder is detected, or your elderly relatives are moving about their day. Play back event recordings from the cloud storage.
TWO-WAY AUDIO
: Talk while watching the live streaming. Send voice to the camera device. Prevent a negative action before it ever happens
Upgrade:
If you like to use the app for 24/7 video monitoring, please upgrade to premium version with one single payment of USD $5.99. No monthly fee. Visit our website wardencam360.com for more details.
Follow us on facebook to get more user tips from developer!
https://www.facebook.com/WardenCam360",com.warden.cam,['HOUSE_AND_HOME']
39,CRED - Rewards on Credit card bill payments,"CRED is a members only credit card bill payment platform that rewards its members for clearing their credit card bills on time. CRED members get access to exclusive rewards and experiences from premier brands upon clearing their credit card bills on CRED.
How does CRED reward their users?
CRED partners with the best premier and luxury brands to bring you an unmatched experience at the end of every credit card bill payment cycle. These brands include Airbnb, Book My show, Urban Ladder, Bombay Shaving Company, Curefit, Ixigo, Bodycraft to name a few.
Rewards covered on CRED
Every time you pay your credit card bill on CRED, you earn CRED coins equivalent to the amount of your credit card bill cleared on CRED. The CRED coins earned can be used to claim shopping rewards, travel rewards and dining rewards. Some of the offers include:
- A 45-day subscription to the Harvard Business Review
- Unlimited doctor consultations for you and your family on the DocsApp
- 50% off on all The Bowl Company
- One month subscription to the Bloomberg Quint
How to earn rewards on CRED
Members can earn rewards in two different ways. One way is through CRED coins and the other is through CRED gems. CRED coins and CRED gems both offer different rewards from different brands.
CRED Coin Rewards
- When you pay your credit card bill on CRED, for every rupee cleared on your bill you earn a CRED coin. You can then use earned CRED coins to claim exclusive rewards from different brands.
CRED Gem Rewards
– For every person that you refer to CRED who makes a bill payment, you earn 10 gems. Gems can then be exchanged to claim exclusive rewards from special brands.
Apart from these,  you can also access all your credit card rewards ie rewards offered by your bank.
What do you get as a CRED Member?
As a CRED member, you instantly make your credit card payment experience hassle-free by unlocking several perks only available to CRED members:
- Seamless bill payment experience through modes like UPI, net banking and debit Cards
- Timely credit card bill payment reminders
- Automate your credit card bill payments
- Expose hidden charges on your credit card with CRED protect
- Get real-time alerts on duplicate transactions on your credit card
- Manage multiple credit cards on a single portal
- Keep a realtime check on your credit score
How does CRED make it easy to pay one’s credit card bills?
You get to manage all your credit cards on CRED and view the amount that is due for payment from a single place. You also get timely reminders for bill payments which ensure that you never miss your due date and thus save up on your late charges. Additionally, you also ensure the chances of getting a higher credit score in the future with on-time payments. Whether you have to make a Standard Chartered credit card payment, American Express credit card payment or Citi credit card payment, your payments are always instantly cleared and take just a few clicks.
How does one become a member of CRED?
You can apply to be a member by signing up on CRED with your name and valid mobile number(issued within India). CRED is India’s most trustworthy and creditworthy community. This means we are selective about the members we take. For membership an Experian credit score of 750 or above is mandatory.
Keep checks on your credit score
Upon becoming a member, you can refresh your credit score with a single click. CRED then proceeds to acquire your updated credit score through a CIBIL score soft inquiry. On CRED you can access your credit score data anytime without any extra charges. As a member, this helps you keep regular checks on your credit score and re-evaluate your spending patterns to maintain a healthy credit status.
Banks Supported on CRED
CRED supports credit card bill payment for American Express, Standard Chartered, Citibank, HSBC, HDFC, ICICI, SBI, AXIS, Kotak, RBL, PNB and other top Indian banks.",com.dreamplug.androidapp,['LIFESTYLE']
40,Airbnb,"Unforgettable travel experiences start with Airbnb. Find travel adventures and new places to go far away or near to you, and access vacation home rentals, new experiences, and places to visit all around the world. Book everything for your trip, or start earning money as a host.
BOOK TRAVEL EXPERIENCES
Go on local experiences led by native experts, whether it’s for multiple days or just an afternoon. Explore Seoul's underground music scene, hunt for truffles in a Tuscan forest, or give back to the community with a social impact experience.
BOOK VACATION HOMES
Choose from over 6 million vacation home rentals across 191+ countries. Search by price, neighborhood, amenities, and more.
POPULAR DESTINATIONS
Experience the beautiful sights & find local guides for the perfect vacation:
• Rio – Explore the birthplace of Samba or hang glide over the sights
• Paris – Find your fill in some of the best culinary tours and museums
• Barcelona – Discover the cities beauty with guided walking tours
For travelers:
• Book vacation home rentals and travel experiences for your next solo journey, family vacation, or business trip
• Search for last minute travel accommodations or long term rentals
• Save your favorite rental homes, experiences, and places—and invite friends and family to plan the trip with you
• Add experiences and events to your itinerary
• Message your host and get directions to your home
For hosts:
• Share your extra space or lead experiences that showcase what makes your city great
• Update your listing and calendar availability
• Share what’s special about your neighborhood with a host guidebook
• Message guests and manage their reservations",com.airbnb.android,['TRAVEL_AND_LOCAL']
41,Shoppers Stop Fashion Shopping,"Shopping made easy with the Shopper’s Stop mobile app!
Now shop latest offers in fashion and enjoy an unparalleled assortment of apparel and accessories from leading fashion brands through our mobile app.
Shop from a wide range of options in men’s, women’s and kids’ apparel, fashion accessories, luxurious watches, cosmetics, stylish footwear, furnishing, home décor and more. And get them delivered to your doorstep. All this and much more is possible because Shopper’s Stop, India’s leading store is now in your pocket.
It’s also an awesome opportunity to become the First Citizen member of Shoppers Stop. Take membership directly via the app or link your First Citizen membership card and earn points every time you shop and redeem them on your next purchase.
Now avail opportunity to shop anywhere & anytime with the Shopper’s Stop mobile app and get a seamless shopping experience. We provide the “BEST” value in terms of products and services matching global standards of performance.
BENEFITS OF SHOPPING FROM THE SHOPPER’S STOP APP:
USER-FRIENDLY:  Enjoy highly intuitive, interactive and an innovative app. Let’s you enjoy shopping to the fullest with a user-friendly design.
FIND PRODUCTS YOU LOVE: Shop shirts, pants, kurta, etc. for men, women, kids as well as accessories including watches, perfumes, handbags, and many more along with home décor and essentials for your home from our vast array of top fashion, beauty and lifestyle brands including Tommy Hilfiger, Louise Philippe, Lee Cooper, The Vanca, Imara, Biba, Mother care, Lakme, Fossil, RayBan, Casio, Titan and many more.
BRANDS OF SHOPPER’S STOP: Shop latest trends in all kinds of apparel for all age groups from brands of Shopper’s Stop including Stop, Life, Vettorio Fratini, Elliza Donatein, Kashish and Haute Curry.
EXTENSIVE PRODUCT CHOICE: Get exclusively selected merchandise, categories, colors, fabrics at truly competitive prices.
24x7 AT YOUR CONVENIENCE: Enjoy FREE delivery across India with cash on delivery option. Try & Buy with Hassle-free Returns.
FIRST CITIZEN: Extra benefits and privileges along with rewards for our loyal First Citizen customers. Also exclusive offers for First Citizen customers only.
STYLE HUB: Trends, Styles, Look-Books, Guide-Books we’ve got it all covered for you. Keep up with the latest fashion and get tips from experts through our style blog and style hub.
SOME MORE EXCITING APP FEATURES:
- Refine your search based on popularity, discount, prices, colors, sizes and more using sort and filter features.
- Get notifications on best deals and offers.
- Fast and Secure Checkout: Pay by cash-on-delivery, net-banking, or credit and debit cards options.
- View detailed product information with rich images and style notes from our fashion editors.
- Log in seamlessly using Facebook and Google.
- Wish list & Collections: Save stuff for later by adding to your wish list straight from the app.
- Sharing made easy: Get style suggestions from your friends by sharing on WhatsApp, Facebook, Twitter, and email.
- Post shots of how cool you look, and get the community to express their likes.
PRODUCT DESCRIPTION:
Get the best online shopping experience with Shopper’s Stop app that offers you FREE Shipping, hassle-free returns guarantee, and a convenient cash-on-delivery option.  Browse through countless product styles from hundreds of brands instantly on the Shopper’s Stop shopping app. Discover the latest trends in lifestyle and shop for clothes, kurtis, sarees, shoes, t-shirts, jackets, jeans, bags, skirts, dresses, jewellery, watches, wallets, footwear and much more.  With the app, you have access to free styling tips from our fashion experts, and hot offers and deals on all your favorite products.
We would love to hear from you.
Drop us a line at customercare@shoppersstop.com
Start something new!",shoppersstop.shoppersstop,['SHOPPING']
42,Locally - Online Food Delivery Provider App Karnal,"Get food delivery in Karnal 🚚 right to your entryway from the largest determination of restaurants with Locally Online Food Delivery App Karnal, Haryana.
Find food and get fast food delivery from all your preferred cafés,
Find new neighborhood arrangements and eatery specials through Locally.
Food conveyance is only a couple of taps away in the Locally application!
Request food from the cafés you love, conveyed.
Locally conveys precisely what you need in Karnal, Haryana.
Need to arrange nourishment for takeout instead🥡? We additionally offer pickup. Request food from your preferred nearby detect, a café with somewhat more popularity, or another spot you need to attempt. Locally has the eats you're looking for.
What Locally offers:
🍔RESTAURANT DELIVERY🍔
-Locally offers the biggest choice of cafés in the nation, -Whether it's Indian Food, Chinese food, Italian, or some other food type you're needing, it's covered. -We convey food from selective eatery accomplices, so you'll see that mother and pop shop AND the national spot you love.
🍟FOOD DELIVERY MADE EASY🍟
-Order food utilizing the Locally application and maintain a strategic distance from the problem of via telephone mistakes. -Locally's every minute of every day client assistance is consistently there for you. -Pay through an assortment of choices including money, credit cards,upi wallets .
🍜FOOD ORDERING OPTIONS🍜
-The Locally application gives bunches of extraordinary features -Order food now or preorder your next meal. -Takeout or delivery.
🥐NO HIDDEN FEES🥐
-What you see is what you get: we guarantee you forthright valuing with no covered up fees.
🥠RESTAURANT RATINGS AND REVIEWS🥠
-Locally has the most café evaluations and surveys, so you can depend on getting the best food in your area.
🍗FOOD DELIVERY WITH REAL-TIME TRACKING🍗
-Locally offers constant request following so you know precisely when to run to the entryway for your delectable meal.
Ready to begin requesting with Locally? Amazing! This is what to do next:
• Download the app
• Sign in or set up your account
• Choose from your preferred eateries or take a stab at something new
• Pick your ideal feast",com.locally.services,['HOUSE_AND_HOME']
43,McDonald's,"Download the McDonald's™ App for unique offers!
Features:
- Unique offers always available in the palm of your hand! Use the app to access offers, which you can directly redeem at the cashier of the restaurant with your mobile phone!
- Whatever you need to know about McDonald's™: our menu, store finder (by location), new products and new restaurants, nutritional info and even the Happy Meal™ toys of the month!
- Enjoy fun moments with games, competitions and tasty gifts! Stay tuned!",com.mcdonalds.mobileapp,['FOOD_AND_DRINK']
44,Gyan Fresh,"Get Gyan Dairy’s fresh and pure milk & milk products delivered every morning to your doorstep.
Gyan Dairy is a well-recognised and established brand in Eastern UP, known for its fresh and pure products that include dairy, fermented and value-added products. Sourcing milk directly from 1,00,000+ Dairy Farmers residing in the interior parts of the Awadh region (Uttar Pradesh), we currently supply to various parts of the state through Gyan Fresh Stores, Gyan Select Stores and other retail stores.
After winning hearts all over Uttar Pradesh, we are now entering the digital domain with our brand new Gyan Dairy mobile app. With the help of the mobile app, you can now conveniently order our products from the comfort of your home and get them delivered to your doorstep in the early hours of the morning, every day.
Delivering Freshness and Purity
The hard work and devotion of 1,00,000+ Dairy Farmers and 600+ Employees enables us to fulfil our promise of delivering fresh and pure milk & milk products to you, every day.
∙        We source milk directly from 1,00,000+ Dairy Farmers
∙        Through our 2000+ Village Level Collection Centres.
∙        The milk is then transferred to Solar-powered Milk Checking
∙         Units to measure the Fat and SNF content.
∙        Next, it is transported to a chilling centre where the
∙         Milk is chilled at 4 degrees Celsius to ensure its freshness.
∙        From there, it is transferred to and processed at our state-of-the-art production plants.
∙        Finally, it is reserved in cold storage and transported via insulated vans for supply to Gyan Fresh Stores, Gyan Select Stores and other retail stores.
Gyan Dairy Products Available on the App
Our products are loved by the people of Uttar Pradesh and delivering freshness daily to your doorstep is how we show our love in return. You will find the following products available for purchase and doorstep delivery on the mobile app:
Milk
Start afresh every morning with Gyan! Be it a hot cup of tea or a glass of cold coffee, your mornings are incomplete without milk. Choose your favourite variant on the mobile app and get it delivered directly to your home – Cow Milk, Full Cream Milk, Fortified
Toned Milk.
Dahi
Order our most popular product from the comfort of your home! Complete your meals with the rich and creamy texture of Gyan Dahi. Variants include Plain Dahi and Meetha Dahi.
Chaach and Lassi
Get refreshing drinks delivered every morning and you are sorted for the day! Choose between Plain Chaach and Masala Chaach or between the Plain Lassi and Mango Lassi; or simply, order them all.
Gyan Dairy Mobile App Features
Flexible Delivery –  With the flexible delivery option, you can choose the frequency of delivery that suits you best: daily delivery, one-time delivery or regular deliveries at a gap of a few days.
Secure Online Payments – Pay without worries! The transactions on the mobile app are processed through a secure payment gateway that keeps sensitive data confidential.
Special Offers – Order through the Gyan Dairy Mobile App and get exciting offers on your everyday purchases.*
Placing Orders on Gyan Dairy Mobile App
Step 1: Download the Gyan Mobile App.
Step 2: Add products to the cart. Select your preferred delivery option.
Step 3: Pay via Credit/Debit Cards, Net Banking, or simply choose Cash On Delivery (COD).
Get your order delivered to your doorstep the next morning.
#MrMilkman #milkmanapps",com.gyandairy,['FOOD_AND_DRINK']
45,Koovs Online Shopping App,"Swift, seamless and easy – this is what online shopping at Koovs.com has always been about. Shop at the Koovs fashion shopping app for fashion that couldn’t have been more accessible and affordable and features that you have always love.
From the latest trend-based collections to an exhaustive edit of clothes, shoes, T-shirts, jeans, bags, dresses, jewelry, watches, wallets and more, Koovs is your go-to place to look fabulous. Shop on the go at the Koovs online shopping app from over 100 brands and our on-trend private label. You can now surf effortlessly among fresh collections that are updated with over 150 new products every week!
Make this online fashion shopping app your true best friend for times to come. Download the Koovs app today to enjoy its many benefits.
SHOP ON THE GO FOR:
An exhaustive selection of womenswear, menswear, accessories, jewellery and more.
The best in fashion from London and India.
A wide range of brands available exclusively on Koovs.
Our private label collection, designed in London and made for you.
ENJOY EASY ONLINE SHOPPING INDIA LIKE NEVER BEFORE:
Shop smoothly as you look up products by category, colour, new arrivals, occasions, brands, size or price. Checkout our signature catwalk videos to see the fit and cut of your favourite pieces.
Online shopping for women is completely transparent. As for online shopping for men, there is a lot to choose from and hit buy on hot fashion labels.
Enjoy a quick and easy checkout, and buy your favourite items in a matter of minutes.
We ship across the country and products are delivered within 3-5 working days.
OTHER CUSTOMER FRIENDLY FEATURES INCLUDE:
Save your favourite pieces for later and sync it across all your devices.
You can also share your selection with your friends on Google +, Facebook and Twitter with just a click.
Choose between cash on delivery or credit/debit card payment methods.
Go for our easy return/exchange policy if you change your mind.
STAY UPDATED AT ALL TIMES:
Get an exclusive peek into our trend-based features.
Know what’s hot and see what the celebs are wearing.
Get information on sales and promotion details and be updated on the hottest deals.
LETS GET SOCIAL:
To know more, follow us on:
Twitter: @Mykoovs
Instagram: Koovsfashion
Facebook: Facebook.com\Koovs
Share your feedback and get back to us with any queries or suggestions on info@koovs.com",com.koovs.fashion,['SHOPPING']
46,Bayut – UAE Property Search,"The Bayut App connects you with a vast database of active properties in the UAE, allowing you to find apartments, villas, offices, townhouses and shops – whether for sale or for rent – on the go.
Bayut.com’s app ensures that you land on the perfect property by giving you the option of refining your search by location, type of property, area, and price range. And when we say ‘type of property’, we mean that you can enter the exact specifications or configuration of the property you’re looking for and the app will pretty much lead you right to it, whether it is in Dubai, Abu Dhabi, Sharjah, or any other emirate.
The app also allows you to save your searches and mark properties as favorites for easy access later.
So download the Bayut App today and start carrying around the future of real estate in your pocket, because it simply doesn’t get any better.
Features:
• Customize your search using filters like price, location, area, number of beds and more
• Sort your results by area, price, date posted and popularity for a seamless experience
• Scroll through all the images available with a property at your leisure
• Find all the necessary information about a property on one simple screen
• Share a property instantly on your social networking pages
• Send all the details of a property as a message to anyone you want
• Call the listing phone number(s) directly
• Save your searches to come back and have another look
• Mark properties you like as favorites for easy future access
Give Us Your Feedback
Once you’ve tried the app, we’d love to hear what you thought of it. Innovation is our middle name, and we love working off of user feedback, so please let us know how we can make the Bayut App even awesomer.
Note: The Bayut App is for properties in the UAE only",com.bayut.bayutapp,['HOUSE_AND_HOME']
47,Nykaa: Beauty Shopping App. Buy Makeup & Cosmetics,"Use code NYK1ST & get FLAT 10% off your first purchase.
Nykaa is a premier online beauty app that allows you to choose from over 1 Lakh beauty products and 850+ brands.
Browse products for men and women through makeup, natural skin care, hair care, appliances, perfumes, bath & body, luxury, mom & baby products and more which are in sync with the latest beauty/fashion trends. 😊
Buy beauty products online at the best prices and get great discounts with Nykaa’s online shopping app.
Makeup products: Buy makeup online – Browse through our makeup shopping app to buy your favorite makeup products such as lipsticks, mascaras, eyeliners, blushes, etc. Also, purchase a makeup kit of your favorite brand from our online make up store.
Skin care: Download our Nykaa skin care app and get ready to shop for a range of skin care products such as creams, moisturizers, facial wipes, etc. Sun protection, anti-ageing, and pigmentation products are available as well.
Hair Care: Get rid of split ends, hair fall, thinning, frizzy/dry hair with our wide variety of shampoos, conditioners, hair oils and creams available on Nykaa Hair Care store. Get the right hair care tips from our beauty experts.
Nykaa Luxe: Shop for the latest range of products from the best of luxury brands.
Nails: Buy Nail polish, nail polish removers & manicure and pedicure kits from the most popular online beauty shopping app in India.
Mom & Baby: Breastfeeding products, maternity wear, pregnancy test kits for moms. Diapers, wipes, etc. for babies.
Glam & Fit: Shop lingerie from our wide collection of bras, underwear & swimwear.
Bath & Body: Get bath and body products for daily use from your favorite brands such as Palmolive, Nivea, Vaseline and more.
Accessories: Handbags, jewelry, sunglasses, watches, storage kits and more.
Appliances: Choose from our range of beauty appliances such as air straighteners, curling irons, men’s beard trimmers, and more. Also, avail great discounts on hair appliances.
Fragrance: Exquisite perfumes for men and women from top brands including Jimmy Choo, Davidoff, Calvin Klein, etc.
Men’s Store: Shaving creams, beard trimmers, grooming kits and gift ideas for men.
Satisfy any woman’s shopping needs with our easy to use cosmetic shopping app. Order women cosmetics from our online cosmetic store and avail great discounts.
Follow What’s Trending - You can shop from our latest collection of sunglasses, handbags and jewelry. Also, shop the latest natural skin care products with our beauty trends.
Nykaa Network: Get in touch with our beauty experts and stay updated with all that’s in trend.
Nykaa Affiliate Program: Collaborate with us, share your favorite Nykaa reviews and earn money each time anyone buys from us with your affiliate link.
‘Refer A Friend’ program: Invite you friends to join Nykaa community and get rewarded.
Once you refer a friend, you earn Rs. 200 for every friend who registers and completes their first order at Nykaa.com. Your friends win too – they get Rs.200 for their first purchase of online shopping with us! 😊
Women’s shopping is more rewarding with our exclusive shopping deals with discounts on top brands including Maybelline, L’Oreal Paris, Nykaa Cosmetics, M.A.C and other beauty products.
Visit Nykaa beauty store for the virtual makeover tool, beauty advice, assistance on the phone, free expert advice and articles on beauty trends and tutorials and celebrity looks. You have the option of paying via COD, Mobile Wallet, UPI, Debit Card, Credit Card and Net Banking processed through secure and trusted gateways. Also, purchase gift cards for your loved ones. 😊
Download India’s most loved make up app online and enhance your shopping experience with makeup tutorial videos, beauty tips for women, beauty advice from style divas.
Have any questions or issues related to Nykaa beauty app? Reach out to us at support@nykaa.com. Call us on 9222201010.",com.fsn.nykaa,['SHOPPING']
